A,B,C,D,E,F,G
0.6463817449428246,-10.826473415485037,-5.712178547328579,-6.256442101435607,9.247654620606793,-0.7710973122734572,3.161018358882418
-0.9356563601053558,1.7570192796040585,-9.58683841374188,-7.200762369404915,6.491475539501778,8.605597502567965,-3.9703222610843354
7.66360402960434,2.466645938929152,-9.42894609435064,1.894142618131375,-3.9473210994153938,-5.697668802406257,6.223107832987814
10.875834433115386,-4.638427477361385,-5.576749191315603,2.832235643124152,3.96825512712869,-4.764464556365704,2.369791463427519
-2.5646947026845526,-11.470845617311763,-5.949101805543396,-6.358852759120811,8.051141559559207,0.9028130056536094,5.4811226765900525
-0.12445306773255649,-0.7789395482922972,-7.175269009709908,-4.944883629261593,4.519265978103006,7.0213881482762845,-4.823657921942198
12.244527587767303,-4.440284350379774,-9.40255841422506,3.871768382467042,3.757840007954524,-4.858456893723501,7.2803106725751014
9.386993490464024,-6.224122606228876,-4.148702274927678,5.138514766979899,9.554503183236736,-4.394811173984181,1.8778726551915628
7.749262659758501,1.6678317961618858,-6.836873486935757,0.34415725817554443,-3.348230611763476,-7.471131717484576,6.807846685331504
-1.1658981424067951,-8.689896359340645,-7.177385294748614,-8.22960034188383,9.636520848837348,-1.2885750427002305,0.45459751850452546
3.578689234382611,-0.21419385416787318,-9.834139619913739,-5.671519507655802,3.529402488529989,2.732510217829427,-4.859353217426383
-1.7932986877750103,-10.563878703441185,-7.177699210668163,-4.754207714319035,9.28539924767557,-3.820730263997145,-2.2548758858099522
9.342229562268923,-5.99537657600733,-9.112746922658076,3.9691297996594885,6.925868108315727,-3.354269682685503,3.1310261029847744
10.007778361464414,-5.065010215507336,-9.042265534394138,1.368729991388113,6.17032080213381,-5.050189017138023,2.2067524922148127
-1.495837868452323,-0.5440328641984682,-14.052495928551519,-5.379714319223578,3.106282193245634,5.006453159893881,-0.7719653071205963
9.107414587878255,2.220010784403529,-7.44894994526833,-1.7187029809062504,-3.8826000423198392,-2.349517684882451,1.324969459575752
8.482766813581051,9.928920037586341,-8.535450354093104,-0.5629067122794322,-2.203677063997535,-3.8417254912763776,2.6427160492841173
2.9717385129388543,-8.310778616744988,-7.560385449081081,-5.60707261098773,7.81760472265101,-0.6937373326450806,1.4448702574176346
0.9850546807502589,0.6483644262914786,-10.161518869780629,-6.083772114090385,0.7257043385974287,6.4166858468839925,-4.358910636957641
-3.3009252173197257,-8.206886257438798,-7.810531464564606,-5.083628834362239,9.373664255176745,3.2560807468781348,1.4435602854267877
-2.5472865252198194,0.1277446285908992,-9.234260226818142,-1.1021631144265962,5.471814748038452,5.694147121860522,-6.690364928168298
7.502896640049599,4.169432999819856,-7.1393342360701215,3.767826723752557,-1.6745408075977466,-6.26564262815304,6.225174512587719
2.12224174912108,-8.896805498584644,-7.655518627699021,-7.481810501077563,10.305896746024306,-0.9038762421610587,2.6307765035975663
-1.9145011246159838,-9.831372467421966,-9.922798637585943,-6.503698390827889,11.048806621162711,-3.0083352846045166,2.694137081809505
9.56133223934538,-3.1033861147338193,-6.416103352373705,1.8312232291922694,5.509247266868859,-3.3513580899161934,2.7347707714107976
1.8676720299086742,1.7222712267610336,-9.850572227700232,-5.331086274622431,6.749902577538528,6.045544399510597,-4.1861438220472165
0.9822937335867983,-9.612260120328175,-7.295924012250287,-4.6719976069658795,10.123291900306386,2.7652913233158323,4.228573909987109
4.3372312948538845,4.312741386128995,-4.659725739842849,0.28600022054892327,-2.6745718321050376,-7.767632427838543,5.611397611717301
8.99264543818359,-5.083060067522684,-8.597528309986341,1.8387655118240627,3.980460389680831,-5.855433892302191,4.910084023612735
8.686706572825297,-6.717571065602587,-4.870610067239843,2.207377949895102,7.759470705802144,-4.323613435640432,4.051720309866272
6.4493132400679745,-6.0701697926602005,-6.45641841203654,7.474037335740476,4.2317715785906085,-1.9398090924307807,3.0948126402436476
2.5842868104452266,0.8537039001653293,-9.320904907195892,-4.425324102001289,3.3560023517894075,3.0512232537867554,-4.63389886025124
5.414635467807514,-6.531038506415519,-9.073985856277453,3.512677262909804,8.116645693186104,-4.723239157673895,1.7829460610542047
6.400000593336435,3.3557904943519885,-6.3765842241753035,2.7089426665729097,-3.502190484939165,-7.24172390758049,2.556508229361963
10.66753715314651,-2.7327909529752468,-7.864448047514092,0.2893069944501152,2.953787450307929,-2.6175516814470265,6.0706058859814425
-1.729813336379705,-9.94563382822373,-7.940143987329179,-5.718227812681071,8.109835776047237,1.2130146652860385,0.2656624616577876
8.768871830595966,-3.464189028780414,-9.063039878122291,3.859007700364919,5.980788126588932,-5.669945407910072,3.8692623814636184
1.2599502663249764,-8.940111516195463,-5.818625805500208,-9.04524318602823,7.1924520281067785,2.3723588809472007,-0.523586197670395
1.8437660419227977,2.048096891301519,-7.916371313966261,-6.907162057123079,5.889333380768213,8.244813255555481,-5.494537755632064
5.969020848941221,6.2909354669616055,-3.6677258569726487,3.7925955595842535,-3.2168618019334807,-4.212156545055183,3.5018597887548193
-2.555098505019097,-7.899078116911891,-4.684924287021859,-7.491737167300158,10.49611996434222,2.6105695176807044,4.137507372612401
0.5709433201562557,3.199503797581503,-10.753639291499619,-4.095077689439992,0.7272207196395319,6.462106064650389,-3.795738386472293
-1.4386387507344236,-7.569564412410454,-6.390425852221762,-5.189595136062365,11.18133532326803,3.826407497019634,3.8543113646577853
8.866355220142431,3.956977258870682,-3.699956381387763,1.6747974700155797,-3.8716519743858804,-5.1325249212098045,7.302516982610996
1.563265500355376,3.4937841164144703,-11.254016816241462,-9.261055663853927,9.347982826988694,6.631659847644672,-5.137422506772419
2.1726310550559114,-0.25322192849503744,-6.077360021148945,-8.61043776634876,4.804399867515486,7.3727918145259235,-0.10944225194511237
8.029518210802143,5.948857955728577,-7.951885587817753,1.696754523797195,-4.035588072547304,-6.331242610916764,5.524482804323633
9.20555283225705,-5.372313613331818,-5.229899581111876,0.9886675334826904,3.859790628389189,-3.287423721751278,5.4251381157773295
-1.2060807140429821,-9.26610030851396,-6.540346473125089,-8.830342256281352,10.531509544675838,0.4416611321106603,2.9236093810052965
5.26425670638754,5.2261306129179586,-5.854695385501923,0.9237561159905263,-5.825305675752663,-6.229317729242943,3.9389297761957764
0.6600759007569599,2.8672223830266805,-9.299188054867392,-5.419750251199149,4.298902971794396,5.783150011520734,-5.218001068427357
-1.5252663284836705,-1.3313882288031182,-10.969263292806142,-3.6844989090308893,4.0394018113877035,4.888704326726142,-4.09810665276606
8.496756225674176,-4.740435284407301,-7.658031857426535,2.530738943101385,5.260482837628971,-4.980678380660702,2.9256494584526136
9.237716732947217,-6.180559840583918,-10.543660029925103,0.9234321197544371,4.611493815740076,-2.5353958222663753,1.8330798361407477
-1.2014123972061028,-9.840504070176607,-10.590059622738108,-5.414388483810507,11.02584038542037,3.24849320675599,2.7238200400048935
-0.6954738951572903,3.946560583692485,-8.275265549837053,-8.198746698756729,3.001457705011662,8.528864942195197,-7.411364793052134
1.7270208051956806,-0.2446496929444717,-8.202258164961979,-10.646921044916747,2.6668072698763963,3.056868107058656,-1.6395764779365662
-1.570966762264738,3.1041020955255765,-6.425341387903715,-11.47861616079172,0.8205917664559221,7.824002386625686,-4.298351478067863
2.023522458542344,2.8289648696841905,-10.45082936967041,-6.602670647772381,4.088915428560139,6.643404659304475,-5.788311680072798
11.282333835907284,-4.583653993187879,-8.413692155514768,4.897167884612134,4.5978529619183774,-2.6369609876511904,7.225218113999632
9.849642319826946,-5.3659739712797165,-7.366960335744784,4.082857974713269,1.0229566447580276,-4.175491754076964,2.197744289016354
7.194974805205079,6.4109610082834205,-6.6276574800954,1.213985724785,-3.5632092098191714,-9.185386481809168,4.134533802005357
0.6419759393971464,2.46410993872861,-9.870365307889525,-4.695666526848114,4.838165407651569,5.159543648055065,-4.153110088240773
9.284700922036018,-3.8323205761392476,-7.483653464872368,0.3793426760796399,4.059514456698316,-4.506685106094432,1.8935502783609162
8.01227868400018,1.998056604271972,-6.572163384631713,3.7287839523067317,-2.5287963127592765,-4.604968977278351,6.7914444420639715
6.69483739424378,-4.208063992278342,-9.177801719662073,3.7891888513771903,3.4456870633502694,-6.09248370306217,3.911013160157671
6.429592140989186,2.8694408004701293,-7.848741355269863,-2.3469718978450707,-3.868540204419088,-8.67101786733138,5.942419651620595
6.8135008344046675,2.6549630438262355,-5.23149602701701,2.4823064594820456,-3.5215509838803594,-6.470613944285986,7.282181944179662
-0.23856894980775833,-10.095785261033488,-8.620877419846744,-5.525671727858322,10.393433492343815,1.410126042181675,-2.112441558575985
2.125240863811545,-8.444285254130817,-7.594394093760683,-6.649452040587088,9.616468156938845,1.2049342465715447,0.7352035804546128
0.49650292656428896,3.6468144410601617,-11.406362911954897,-10.003982753716919,3.0213533302538043,3.6790307312943664,-8.787265878719358
-2.550534629633937,-2.310553705123366,-6.712970850497793,-6.255137104219951,4.539709138863735,2.7063415761978424,-2.8811889757801543
9.392328979266589,-3.147926016661495,-9.34455088388891,0.6278837939777537,3.4132182469838934,-5.782106999393655,3.006815493953224
9.822692989288855,-6.367767913834962,-8.008789651372442,3.8368857475418268,4.023202671033092,-3.8805634157971163,7.597302382066843
8.549591144787493,4.169623076111696,-7.840705784592427,0.08958392352892197,-2.0920573326365877,-5.397248655993541,7.452469131299411
8.888079637727584,-3.5427726321911033,-7.69456124517231,6.312999214552921,5.76388603992117,-8.177468622407092,1.3138667146990057
6.476976281013774,7.035134174426512,-5.629011886041995,0.9333242193365648,-5.190768686687514,-5.806195535374536,6.638418512814644
1.4894737834857363,-7.366433743255338,-8.449889559402859,-4.496864489286592,8.854382956028642,1.6316710060249138,3.97403587457227
11.302836519127034,-6.238819807563395,-8.963332334614208,4.753424259658329,1.509578058518502,-2.285446482436482,2.9358221913714715
6.082891029032283,5.26158047676493,-4.4733240035367885,1.1727430122356375,-1.9365344736088634,-5.902429418377624,5.368089194581417
8.712630541696784,2.0120076523925268,-6.213915361431923,5.147392508013182,-2.908688276636629,-5.684384713926532,5.896893796113058
-0.35269265340193745,-8.783922858343303,-6.615084322037641,-6.636702284463055,5.412817554334946,0.43585836473890943,0.05626115658233277
8.983340097753263,4.190571985811113,-5.698910196083641,-0.24178353727698454,-0.34457565721976513,-7.103882258290266,7.938426456916632
2.2302315012107297,-5.921721630200326,-6.997927802318166,-5.7025676237743035,9.045624637613457,-3.1922519404842604,0.48740224617819106
0.6666174707368808,-9.322986338088306,-7.769092077945212,-5.846483567774182,10.071074253887934,-1.0060080631380366,1.922945267303653
8.177900290323056,6.041131461327649,-3.535583432690955,-0.07171047827581356,-1.1040976598738959,-2.798371161204568,6.48030862539662
-2.588992938626679,-10.375174481233294,-9.77387743005093,-4.478498597710228,6.731341133719546,-0.48533211902432205,2.221929131939581
5.172644381058289,2.9985269840669035,-2.9772172932498826,1.5685948920670287,-1.032924524886382,-5.78425847316884,3.9354360665567083
7.706482043252759,-5.1865360785441155,-10.803915228005973,5.236919228025603,3.862075900383646,-5.779517777336245,2.7025189014583955
-0.9337280335602567,-7.738099084242347,-8.359717982751325,-8.020276973688729,10.282345592131298,3.1234239746838615,3.294025497700595
7.765534688451442,-6.755456192270185,-11.837507716403161,2.8004235763994507,4.773929072858306,-5.032565523293743,3.1728733525273087
10.459112555207845,-5.571253099177366,-7.220970730625866,2.831485717476632,4.022298362786224,-6.174635301693284,3.4017059630130375
7.515005262359654,7.295391282299041,-3.911634204989455,1.7612703534367635,-1.3381618804734037,-2.4962716527678377,5.418345082437921
1.6554972667796253,-10.789962058975643,-10.160305427593272,-7.545969094764903,7.638861442654338,1.531863767656073,0.6731027820185492
-0.081599027823399,-7.917603698506147,-7.8871452802878315,-6.089068069328169,9.989748730784566,-3.296780265543034,1.530250566262629
8.380726443052442,-5.901008092539994,-6.2240415894516055,-0.006621467225857103,6.388400095835387,-4.012002672763512,2.9975731546784288
7.448574616254485,0.24358923313579517,-8.327612478681818,2.6361411801463617,-3.2138471993325215,-4.354449559207371,2.271267100562973
7.84432188652114,6.1634520760652585,-6.300551252398836,0.5661235633132282,-4.682710684763764,-7.0943942296210905,6.209134385642246
0.9386692122073712,-0.20135720869594054,-8.651520997522738,-7.074345916126272,5.531699149330102,8.328385681176023,-0.046919940549975614
3.616296744661166,-10.685250814120812,-6.214479234694681,-5.573101565237398,8.268328669816173,0.35635705919560684,-0.7652308997368138
6.330754682990602,4.5038066878645555,-7.677732602668503,2.5523948936846823,0.1108779634197643,-7.596442678702796,5.249732499495181
0.6172056938193089,0.5988403416375107,-9.927565028075037,-6.571301816303186,3.940119715998189,3.242191631717805,-6.140655433412727
9.599064946657593,-3.6606670701475896,-7.951161955390893,-0.6560098512187476,5.930971920795143,-4.8500244116175955,3.5307314883708316
6.436883099035427,3.982587369260422,-4.737998490384319,-1.8643426650840484,-1.8032033470531104,-6.245095464293689,4.201701515495181
9.28802660464791,-3.392543199705122,-6.948068946683844,4.394509859145435,5.059680791845292,-2.1974480681395967,1.2248426356415343
-2.725521101301119,-8.356139356399735,-8.165426878333268,-3.0978846864501226,9.290867678516795,0.9396352587691125,4.443745347794908
3.371155578113522,2.752429048128406,-10.913343435292749,-6.422248922281174,4.623034676351057,6.53231172309485,-3.7065874553199407
9.022646673252098,5.526779340024394,-4.33150533905588,2.6351928033282963,-4.772615150551981,-5.311482315511957,8.454288187575298
6.82281618185189,8.088550470191404,-5.166909903009287,-3.3965982156394565,-1.9490046042707985,-7.252688053724084,7.226336489574172
6.87343834081384,5.784780165199142,-7.310373615451596,3.2483774894424866,-0.8208804202627418,-6.315363075721093,5.427036260423952
11.665086006216997,-6.580183427002839,-8.725159053276593,-1.5716226536506381,3.9140710068602593,-4.410771248591081,3.1633630874925354
-0.13457452284028404,-9.967595179728711,-6.481074617363906,-9.352141450617374,10.989984254463748,0.15431799887307895,3.2683190452056827
-0.43967366567282207,-7.189472911394935,-7.906467126819218,-6.171670678275993,10.859846533681905,1.4951613150026972,1.719686359587626
10.298854448396469,0.7379602001544141,-6.118204074616404,2.961422195573193,-5.099743254894811,-4.312384944299259,6.781538187647488
0.14090343201144365,-11.20223230129399,-8.404139120786601,-8.505354088197619,10.304179324723883,-1.6806237662255774,1.2034533657065851
1.108234733825506,-7.686507945445195,-7.830147848674294,-8.093923130050321,9.572644657150182,0.26338697620118534,1.9498954603715488
11.287667521423437,-4.6697861683340145,-8.396290466041295,4.045845433256988,5.989827064601373,-3.3814243546516507,6.90731725308736
-1.118141281489954,2.7807901159101824,-5.4245337842520565,-5.075150945018448,6.170126507860784,5.695756190766967,-2.1568547480799447
2.4425373206167333,-9.738630832081665,-9.209019695789285,-6.2680595338180884,12.863988135525828,-0.678930367721716,1.221797370784084
7.074860951901797,0.7779239749194207,-6.228392710666897,3.381568995182591,-2.186958429532514,-7.612593215825953,3.9529840588210767
2.8238513780148957,2.419511352483245,-10.666154680142435,-8.314594584404416,2.673972224341192,6.075027764511557,-1.761327325186759
9.714304101331809,3.3102338333601597,-6.408150500191317,2.1133749978623224,-3.0460011882311977,-7.419380694387011,9.58003652867027
10.525027652596885,9.109263202065947,-6.477761927578311,1.5067625292380245,-5.016697184558721,-9.606269593867939,6.022887484251923
0.7214508645344382,-6.322257666580515,-5.908207072004737,-5.361471463530284,7.294851387913863,0.7100014082738729,2.429394425267871
-3.490010447374404,-8.672760089166832,-8.558428152016244,-6.988234125144346,8.410376629737003,0.5211186856494744,1.9204959950758749
3.332192158646744,4.077617605050513,-5.6773068507805915,-7.09484586474758,5.849888230857626,7.291078660745361,-6.081979130939487
-0.17211056874748798,-10.144418651179334,-4.700326994229659,-7.3940031343638495,7.962019239711389,0.07730696348301824,3.984274352106219
10.239448751707139,-6.204801199943305,-10.422001778487022,3.6889212695943296,5.339433437341595,-7.344815825003344,3.206173983588058
9.064478617702266,-5.699657443231528,-6.803465392804549,2.2474236263003067,1.3117430264513876,-1.511251788239413,4.724364626991205
9.000302886876947,-2.810659550747056,-11.22207590791358,2.650583630372192,2.966566921294262,-5.926780463508215,5.145715051581621
0.42546289482867816,-8.135329907257725,-6.153973288927196,-6.984032412767924,7.915804865748848,-5.512599488011782,-1.9545033007950137
3.9752878860219254,-9.030992035167719,-6.456379155239242,-6.947159852935175,8.046838601186247,-0.4659542448838272,0.6317783301823333
3.126920230440357,-8.14289709248346,-6.609747007011675,-7.537821733347269,9.484749674888297,0.16199767649057817,-0.30195444893266865
9.272958678806498,3.9779692939265767,-5.716661970342286,0.664325625022237,-6.5232164815078715,-6.89046480351554,3.7468178999661124
-2.108157233091166,-10.265346892696062,-6.159209447756915,-7.892935228474795,13.459710411814758,-0.009581357662242773,0.5027403173942102
0.16149325782259577,3.3392016407611527,-9.5993227911776,-6.8253067035584225,3.104604970725247,9.468406413389172,-2.8633146087595547
-0.9064068502521427,-9.447665817236519,-8.26480629592087,-4.920195470691484,7.359207062064566,-0.058639346385217506,2.2580445348102356
5.0433742765108995,-0.5028801079900789,-6.142887092612991,-7.0868804943637524,6.281833006220602,4.001520122931607,-3.3843373486272013
0.8727703615022516,4.462053002730058,-12.501470145761202,-8.655981823485114,3.4628263368554295,7.380887369642265,-3.56024726158818
11.818907164584267,-6.3510748077002255,-11.502452713715435,1.0061233063002895,6.285015810058478,-0.5514488117904697,2.9362983635598736
-1.3701589718045535,2.2859047022897347,-9.640707440078796,-3.146408244029017,4.134168159730485,10.27191136638675,-5.648549906507303
7.664279149855265,-7.423600054522061,-9.911007016764842,0.5647823904720541,5.869723185238061,-1.448487972118989,2.3658747051544813
0.5591103157710837,-8.067116962631326,-9.948232266223247,-8.262260033946864,9.898899972155613,-1.6404435462265319,1.0584038180656372
1.0904313673767967,-6.898788581440983,-6.072149245537693,-4.3335888320011104,6.849764954188073,0.6044511595360561,2.6553889151569656
4.467086456777077,3.3463921928420137,-6.103794833507387,0.9921234592054796,-2.6978321258304776,-4.990990053419941,5.831075817018059
8.608474947572846,-2.958452991238901,-6.537801901828182,1.5843925538312393,3.263396119027057,-4.878742326630133,1.4692143912209747
1.2483218536720178,-8.77118172274214,-4.4943595939205165,-7.081877121965686,10.420689843483588,0.07584983201106571,0.5396352254497279
-2.2474386235990713,-10.944486858076505,-9.55264412387119,-7.60395909235412,12.501616928799905,-2.2644667205187377,-1.1120472623004547
1.5032402084543175,-6.665286717486182,-7.419548327666024,-7.616279311393811,9.183349163878834,-1.3901915911438172,1.283442818632503
9.444537947359448,3.3957076908240365,-7.900538822645676,1.8813390599390223,-3.614784686412096,-7.9631533555254865,6.128082386532736
3.3388889824345442,3.178767049239818,-5.986728782612336,-2.2094682021249663,-2.060095455038387,-4.1821938450171,4.883186546193004
-0.6832749232123638,-10.209907736861943,-7.749472464009996,-4.815533909633398,12.468831678116555,0.5585572160213343,1.1639713904692128
2.5145449253281593,1.4576812878620782,-11.595645468284872,-8.221315047918198,4.179917343851116,4.190605943908416,-2.909211199931569
6.962787904377084,4.237081481354875,-4.207318104746557,-1.1796301140534649,-3.442684981754951,-5.483951783657352,7.6609487497274955
-0.6486060075462916,-5.199376406928309,-8.751911876369332,-6.184354153591169,9.43402642849335,1.2678386691132362,1.977266620015519
0.48878797403400454,4.200576236877886,-7.064077443006824,-5.075030481754798,2.251562919641504,6.239944288758944,-4.920653524647371
-1.3740982049138915,2.6344422496151285,-11.823441633088402,-4.9428172696385815,2.9172695851889525,9.658460977798121,-4.229212421763442
1.2158293068557184,-7.65306694651399,-4.578290787791382,-7.311483521431654,7.6046374037744,1.2009848283439242,1.4198396841956928
1.1856743930925684,-10.954052957873598,-8.572276555922246,-7.04724514253233,11.027738564411358,3.7358799566078393,4.40756046919792
8.908828256901165,6.074986333875467,-9.571804415253373,0.44984823815601716,-3.4258964514054253,-6.843664894444731,7.245991771030585
1.2992148261082672,-6.633933077213012,-9.845955538476101,-4.041774132329075,8.857061441024095,-3.3812205540037827,2.9964293984988557
0.06664427608129442,1.0212890439638056,-6.600314326041352,-4.618379498960644,3.9972949695968696,5.76674949521266,-2.180864923329124
0.6122255673843198,6.053243145490343,-6.828824374114253,-7.278455687255077,5.516584223719209,6.99381094262279,-3.3979296467278473
-2.1366009490171867,0.5184655421428137,-10.390435957060987,-8.958354649956174,5.8546247314832085,6.312218041414727,-4.084265516393674
0.4937055522779865,-10.40484746568513,-6.308829569351912,-5.019936753630537,10.202532895424262,-1.0827848366410386,-0.3554682205270203
7.7013635179671605,-7.086023938920618,-7.449395537557133,3.1656937618613803,2.5437054070408207,-2.2448359360679464,4.160885467659831
6.8478917583907295,6.338549747981181,-6.036271251426371,2.1783994073002795,-1.2437587703529391,-11.216791807352735,3.925580239668247
7.103577582748798,6.061671607715813,-2.4776575545752553,2.146921890818262,-6.153508642498286,-7.6469130351287316,6.518444613443114
10.723596136597399,5.9939911896301705,-4.287325974028129,5.942486917810738,-2.2119743495572592,-5.109128268852805,7.4653241621693445
0.15155770124251108,-8.12039948458408,-11.020322582695826,-6.611993445201329,11.612178677384827,0.3684657258805683,0.48247519877587597
1.594833356216642,-7.793445464158156,-10.833709876935094,-7.518342861539915,6.779210674482874,2.2788843028103667,-1.3087320057933214
-1.3739687701783891,0.6915215299628907,-12.633562220802178,-6.610411846335379,3.7621932729177407,11.876783178516032,-3.311752330962226
10.440246348638212,-5.5390245877766775,-8.124506713548712,1.734695107238279,4.15918755320972,-3.1658180158454243,4.530921643275947
-1.9126215461162346,-11.359332317459282,-8.090588879297192,-7.490261129051011,10.126569039952038,2.180366706058136,2.1218716229027352
1.5937854954690953,-1.8086499921703445,-9.682824886961814,-4.499622823338549,4.900455727083384,7.074955256048662,-3.9092370358481765
1.8043475940826605,0.47502173541434256,-8.569626301272947,-6.918040421115269,2.706601742084231,7.143019593841783,-4.08427258474446
0.5970629027141302,-9.11551769894074,-8.352757175743935,-8.324092486894557,6.967651935417757,1.1937221214245999,-1.7448750956002028
8.945955310896425,-7.638124661527741,-5.191943927210341,4.008230295265977,6.717541959903414,-4.173947396256816,5.216203883557883
4.871749127442143,3.61385884001582,-5.347597377213311,1.2096368050650468,-4.050995356929544,-9.736897198213397,4.484096254335119
7.977943830652256,-2.468676661333349,-8.482298037305977,-0.3349024480949372,3.9997675027447555,-2.8269343526687365,4.772824331918101
7.353832851640162,-4.663299625312156,-4.990129149894447,0.5999669979070821,6.736023680247103,-5.3663603152462,-0.3416004723314119
9.410456501498956,3.160662415618784,-7.149297998001504,0.9660719083861378,-5.07978596245894,-5.0018362265239364,5.9874013073452526
-3.1803099179632723,-6.60718390452841,-6.247942477213693,-6.573681189288257,11.123066025658545,-1.522960563585325,3.413293002053792
6.250672230360043,0.3814981303174596,-5.837017162450178,-2.3014894699284723,-1.615999056932002,-8.715124454356506,5.234407471040206
1.0778514155413115,-11.963565956990779,-6.488364851671657,-7.629223692505148,8.261967521418482,-1.0417146063332992,4.086272358478851
-5.684006302184453,-7.324103902836569,-3.975516729920064,-4.34965926950609,11.186268770488311,2.8260012893571402,4.09290928349105
6.838896898867197,6.590931119288168,-6.867897746064085,1.4647030274412827,-2.231918196677748,-4.781741240961084,7.030357965482606
1.246588470092143,-7.358418400128415,-7.865137602354366,-4.861625832117436,9.529467346013302,2.7700767295420414,3.8944077338588317
3.4815985148650794,2.6653358415451986,-9.153925969205368,-6.267818036087968,2.326865499612258,8.410075758992072,-2.235589059935582
10.951155243810598,-6.7179344180075695,-7.219094272939824,4.538245610614162,5.1783604291232175,-2.136920811961063,4.0123680094441045
-0.1493903733186704,1.4894498439049269,-10.694364796202358,-8.914974486380718,3.347254650903004,6.5150743874339385,-4.338749837751481
7.655727158765885,5.27054514311148,-6.911621023610789,-1.8470715766806394,-3.4091606732198625,-8.053342827201584,7.91226755998925
5.225569055460658,-6.016041366805498,-7.61707983950886,0.8980695012502313,8.787860254127875,-4.405511558800327,4.75518797332454
3.0953276765444695,1.099227358661719,-10.672961565892045,-5.321092124163001,3.8472485670846477,10.286319619427147,-3.550180623818484
0.2554674752675845,-10.769804956749768,-5.805530423086588,-4.99362791980396,9.853518826551557,1.6159588717283835,1.4328747197972342
7.5822744987912065,4.595348753787458,-10.328618202955454,3.9034216368801924,-3.1142526396794783,-6.95319527628619,6.681285049324897
1.0569904597076603,-11.302902301831269,-9.26514458682409,-5.326361568015459,10.981773385999585,-0.6016029911826419,2.5564484993143113
-2.4851797479761704,1.6861759332085013,-10.011220469907515,-7.97459386675465,8.15715164101358,8.288040515198421,-1.8347818582582978
9.987259399609442,3.8017446625740385,-5.97223458181516,5.578565743470803,-3.4940677827151294,-8.104068018430322,5.640372917506465
2.166019782597753,-8.238730762496916,-9.65384741750915,-8.161004935507084,11.197444647212997,0.398400610184505,0.23542146788081042
3.6896853532028695,2.6846968640121966,-10.419492421992546,-3.918576165428168,1.9533810046463822,4.491455816923558,-3.2131218809891195
-0.8972460098250505,1.1509405701715123,-9.299632878044804,-3.143513244564348,6.780833098244872,8.935951443145473,-1.654625343218179
4.609217562553332,2.180788663712215,-5.438342658712667,-0.6302216159054435,-1.683590153446074,-4.954133202861643,5.396042717735245
9.720401911539227,-10.909020955678546,-6.406273028025596,1.5803292946790521,1.4627256025740123,-3.8605769186159167,3.5177554719494197
-3.0102362679258152,-0.6816606268629748,-9.418734439196298,-6.852434935615899,6.418091283879805,8.342383056600658,-3.0985737854620434
-0.8848598880960352,-8.47700113281353,-7.683837051084036,-7.271446460318416,7.842889529397599,1.5730254398327208,1.8196525847693168
9.262906074318764,6.63225123421093,-4.9698832698884114,3.349027009049129,-4.02758417383845,-7.668307438946891,3.994070693509018
-0.5611218129429133,2.4083815079251734,-9.773435536696446,-6.152670377398242,3.985281039229703,6.325672415612107,-5.034490639911478
